recipe_id,totalCO2,greennessD
247934,12.5430695,2
12244,7.353680000000001,3
114956,1.292832,4
78055,7.130360400000001,3
2713,1.94514,4
69051,1.564828,4
29301,9.091497206666666,2
97498,118.568063,0
60254,1.060071125,4
52300,22.674447,2
19115,6.3943301,3
185560,63.634691,1
104292,53.3591972,1
279234,3.0631451666666663,3
111212,4.53388125,3
213903,3.5558650000000003,3
12787,3.845215800000001,3
73450,1.787378,4
140618,1.7226590000000002,4
153159,4.40913775,3
7674,3.132617,3
217324,26.18502975,1
55754,7.085988050000001,3
117370,2.6816409966666668,4
94420,12.329487,2
73518,12.762472100000002,2
30651,5.5443474,3
35054,1.589906,4
185704,14.777730966666669,2
162194,9.316288,2
9746,10.677944899999998,2
30667,3.6888182,3
68404,22.2868802,2
48012,1.8422739,4
38785,5.0828268,3
80536,111.8452929,0
212727,3.7690181666666662,3
19710,2.277704,4
200194,1.068656,4
28419,3.865748,3
71503,66.21312750000003,1
111205,1.871754,4
95120,9.548956099999998,2
95818,10.334517399999998,2
95863,2.7256305000000003,4
45896,4.313175810000001,3
118828,1.172069,4
177572,4.3624295,3
146732,11.932317949999998,2
64913,18.53943575,2
66256,4.175702666666668,3
14794,1.737665,4
3439,3.62169275,3
81902,6.7201437,3
44692,4.3386364,3
90693,1.79089091,4
97496,3.795631,3
18816,1.4969686,4
74805,1.7461725,4
11028,7.0721052,3
39208,6.714330000000001,3
74844,4.5425640000000005,3
80667,3.8332978,3
81968,1.9065922,4
19227,4.284845300000001,3
257794,4.1404325,3
150850,1.212589375,4
338457,36.7321742,1
35331,1.4140443,4
10203,32.506298,1
42126,2.08056255,4
416835,1.1098473666666666,4
230385,9.932434,2
27344,2.4268,4
150046,44.34817519999999,1
138440,54.783377,1
39892,8.780921750000001,2
67591,3.5388165000000003,3
107072,3.2257530000000005,3
494303,11.496006083333333,2
104703,2.3171975,4
69709,2.1214445,4
164137,1.1494797333333333,4
169307,9.8348166,2
64149,6.40070555,3
118027,1.6023550000000002,4
101925,2.3883911,4
26085,2.237619075,4
100298,1.1916992,4
137923,12.309324,2
19012,2.6659324,4
28768,65.0837952,1
215501,3.605553875,3
50498,14.24854175,2
2137,2.8809493,3
318659,2.9937452,3
33570,1.5001904,4
156049,9.254607999999998,2
78712,70.4034437,0
150809,7.0721633,3
132450,35.025856,1
152596,8.711644,2
7722,1.40953,4
58598,5.1450708333333335,3
77291,1.0331254,4
35177,9.024542,2
266209,4.408875500000001,3
33434,3.3785036,3
129670,1.014869,4
36041,2.543394,4
11420,2.204355333333333,4
19724,12.089525,2
36252,6.633052000000001,3
56103,1.0,5
54269,1.4944895,4
281558,3.315651,3
25570,10.36722745,2
27210,1.1255066666666669,4
125662,2.779595566666667,4
153877,1.203145,4
227127,16.484723000000002,2
35368,34.8155918,1
58603,1.8282807,4
26765,5.28796,3
214534,6.0683515,3
113622,1.2460296,4
26526,1.3923160583333334,4
60018,1.43572,4
268423,1.034799,4
101651,4.8333106,3
190382,5.165870999999999,3
31351,13.50772455,2
234542,9.7997178,2
24444,6.551111,3
20184,2.6363965,4
102727,1.968745333333333,4
131044,1.282414,4
27252,5.8805666,3
31287,1.161548,4
12684,4.401162666666666,3
51072,23.73190225,1
410027,2.574729,4
31349,3.9388571666666663,3
129598,2.557049,4
67778,1.317539,4
16287,3.932758,3
41218,2.302501,4
110331,1.00244375,4
107543,2.2328473,4
13070,1.2253822,4
80560,1.6890375,4
13729,3.2826136666666668,3
25806,1.835533,4
49184,1.1951224,4
38714,1.405504,4
8798,10.289169599999996,2
28004,1.448162,4
139372,2.3117675,4
14684,7.5926806,3
62907,2.00844504,4
42069,6.468212499999999,3
3877,3.021174,3
82896,2.440207,4
83770,1.19822685,4
99554,2.5078588,4
141522,1.4219094,4
219423,72.189041,0
53041,3.314691,3
23439,4.208338,3
16048,1.7232920000000005,4
86936,95.4144884,0
63547,5.6800821,3
158809,2.9097215,3
19915,2.558624,4
80204,1.0625,4
113651,10.111705,2
59083,7.91964625,3
213659,4.24274775,3
146036,6.1181806000000005,3
25653,1.3849805,4
228259,2.5106912,4
50590,95.08787925,0
317798,39.798436,1
222479,1.5911,4
145150,4.280107,3
103643,2.0605362,4
80891,12.170326,2
169711,1.304656,4
12881,4.0854615,3
32548,51.33737605,1
52358,6.6367840000000005,3
31570,2.124667,4
77334,5.5118156,3
118373,53.34893449999999,1
71967,1.2805149999999998,4
52272,4.595094,3
214165,1.812052275,4
279084,5.13304455,3
72752,6.695618000000001,3
19859,8.8678288,2
42978,1.977254,4
13098,2.2045605,4
51408,2.21618637,4
100408,5.9701325,3
62874,1.8576225,4
103653,4.051457,3
61439,3.127106,3
81900,2.0195806000000003,4
37143,3.125091466666667,3
9240,1.564828,4
44232,2.744386125,4
14549,4.6715255,3
217763,1.6446824,4
14927,6.134822,3
110140,2.55945,4
67781,2.152982,4
64860,1.0208088999999998,4
81207,2.6348329,4
93840,11.375019,2
74716,6.063138,3
272698,2.53144,4
42416,1.5374424,4
121066,5.9443961,3
20245,2.69473495,4
15431,1.1916992,4
37563,3.8013307000000007,3
51081,4.250268666666668,3
108447,1.0052785,4
125120,2.6366128333333334,4
30146,1.071504,4
65861,2.3869360000000004,4
14396,7.3182384,3
28758,2.6424883999999995,4
55170,9.742356400000002,2
361341,1.7427535,4
48178,2.213446,4
137695,63.43733999999999,1
85452,23.8742065,1
166853,7.2954103,3
38433,2.104296,4
85857,2.0090456000000003,4
126623,11.89067885,2
39554,2.5340330000000004,4
175230,1.6697122,4
109163,1.29484185,4
486453,2.8328415,4
113006,7.361710999999999,3
443758,3.7324,3
105080,4.639079199999999,3
261827,7.734791200000001,3
248005,1.9593008,4
29544,1.780554,4
68508,6.584738,3
16887,1.529176,4
8468,1.228651,4
63689,32.5839325,1
74532,34.5447608,1
31597,2.7053670000000003,4
246229,2.9135156,3
162532,3.9472,3
174189,3.6961226,3
131300,1.355422,4
24003,4.947861000000001,3
310086,32.4035695,1
51018,2.743487,4
193909,1.0484025,4
567,1.4809393333333334,4
142542,1.06107935,4
22526,1.733377,4
29155,1.5423486666666666,4
43842,2.0025625,4
168722,4.142974499999999,3
164371,1.02119388,4
122067,1.1690736,4
99909,4.1416638,3
128952,2.2173755,4
154477,6.613112625,3
110043,1.155404,4
69736,3.823932,3
109006,32.292551,1
102336,2.80643848,4
18693,3.7456263,3
44587,3.075658,3
25332,7.510396,3
193905,2.9102958,3
63477,8.30062075,2
184592,5.161134,3
100908,1.756,4
35779,10.4377992,2
24019,1.470971,4
129353,2.28668625,4
339905,1.40555194,4
153063,2.12925,4
34296,18.894792,2
179336,10.6292688,2
110067,1.3381814,4
116412,2.8317054,4
50958,1.28452,4
57967,1.147956,4
441862,1.13114925,4
61383,1.6107205,4
271945,6.841433100000001,3
29884,39.44564,1
12648,2.129656,4
181083,2.275223833333333,4
208619,6.447307333333333,3
257766,5.106239333333333,3
88542,6.4249933,3
42272,126.400704,0
155442,4.1392538000000005,3
86353,2.172826,4
86866,14.81897554666667,2
318406,1.17802532,4
107575,1.8494463333333333,4
143690,38.905152,1
346053,1.05962975,4
48217,4.524074500000001,3
108893,1.5799446499999998,4
101698,1.047069,4
158349,1.40266325,4
26229,1.651668,4
124200,5.940137500000001,3
81347,2.1757049,4
272650,2.1123626,4
47913,1.5949875000000002,4
109322,1.141207,4
61180,1.1384945,4
155604,8.28688408,2
51521,7.0637,3
31804,2.660574,4
54351,10.148687699999998,2
63501,1.4485326,4
250833,7.386334000000001,3
140689,10.7163025,2
20960,10.389313,2
493413,16.057612000000002,2
21768,20.0729074,2
169500,9.493984,2
272158,3.172994,3
38569,7.212835999999999,3
77414,41.8000004,1
202598,1.210518,4
17753,3.0396266666666665,3
166416,6.2807788,3
14462,3.1442818,3
33999,2.223975266666667,4
136990,35.9446484,1
83634,12.122851,2
37398,3.4773781,3
40118,4.423271,3
44115,1.751552,4
97831,55.08161305,1
24291,1.181517733333333,4
74438,3.691666000000001,3
118409,1.489832,4
282997,3.131623675,3
203062,3.908172333333333,3
90859,1.80442,4
138708,2.823092,4
307406,1.098048,4
37310,1.145687,4
73238,63.7398275,1
333064,1.284108,4
208645,3.7113736,3
302367,1.2518081,4
19596,10.1958631,2
101459,2.611277,4
23127,7.59131525,3
105202,3.530622675,3
16745,5.46619,3
144639,2.4932734,4
74790,2.1866905,4
68036,1.6001808,4
146012,2.7986063333333333,4
249269,1.259072,4
91598,1.8346165,4
43588,2.788509,4
47640,1.4761656933333334,4
205642,11.289692,2
92095,34.092651499999995,1
150499,33.0306688,1
290656,4.015668874999999,3
142387,3.5048261599999995,3
280466,10.623323466666667,2
272235,1.681721,4
87782,3.019884,3
161382,2.072394666666667,4
183003,4.2301465,3
203814,36.9978824,1
137067,6.918446600000001,3
307580,6.540647,3
305805,1.719825333333333,4
71264,1.7593985,4
309422,11.880245499999996,2
20643,2.3479688000000003,4
285449,1.4756462,4
137364,1.0746966,4
61562,4.2740185,3
94271,1.2849658316666666,4
95442,4.3449285,3
219820,4.49950715,3
357354,3.234086,3
8701,1.5281696500000002,4
78350,1.9617112,4
43331,2.040319,4
105594,1.5248936666666668,4
186133,17.861875,2
362340,1.203139,4
129926,9.2133002,2
52624,1.7220278000000002,4
25947,2.3881360000000003,4
86933,1.0098848,4
45207,1.4888989,4
17598,11.97837524,2
29184,1.31098925,4
54872,3.4508487,3
427044,2.30289925,4
30141,3.253518,3
359929,2.487241,4
88220,6.12922,3
87282,2.5686991,4
202194,1.30200625,4
19565,4.284946999999999,3
227542,4.2289384125,3
37758,1.21303566,4
58347,11.215815,2
123588,2.8155242,4
24978,1.1129828733333331,4
3370,2.194159,4
119192,1.5810882,4
317509,1.499051875,4
76540,1.053325,4
204087,35.348308,1
101699,4.314379450000001,3
108936,1.6276725,4
80964,6.139915666666667,3
58952,9.754789249999998,2
162332,8.60969475,2
203134,2.0973356,4
10239,8.05698,3
206391,10.1621508,2
24153,1.4700992,4
100315,2.00546,4
130567,8.96024375,2
90941,4.5303042,3
67534,1.7479900000000002,4
121918,11.019788599999998,2
63138,1.9816856,4
17944,4.037144,3
64635,2.0900017,4
26727,10.494498,2
98846,7.79044524,3
20785,1.84906,4
25306,1.4839604,4
60942,3.8935794,3
38806,2.670809,4
120444,70.34018280000001,0
187817,2.100859,4
52298,4.3545356,3
159911,6.6403019500000005,3
44888,10.790588,2
25924,10.16470085,2
184372,2.7597887,4
34103,13.289424,2
95068,3.7501992,3
22184,7.3525,3
11548,3.7007982,3
19213,3.5151924000000005,3
64811,127.041147,0
73863,1.4928306666666666,4
55673,6.630549,3
91512,1.636784,4
15195,4.8708860000000005,3
68756,7.2034739000000005,3
133511,1.6142504,4
280905,37.039232,1
14005,6.435517,3
91644,6.449913,3
99746,3.109611,3
17394,48.46374775,1
162894,2.2527821,4
116536,4.2566955,3
138062,5.5120948,3
61816,1.052278975,4
281775,6.7807070000000005,3
127269,4.57859,3
26366,2.14762,4
127331,7.225284199999999,3
26412,3.541456416666667,3
441475,1.929338,4
28287,4.170895550000001,3
135874,1.9192356,4
48158,2.5621015,4
114506,1.741762,4
247054,6.450412000000001,3
48913,2.1191378,4
90771,1.5487705,4
57177,1.4681838,4
60950,5.9921555,3
44891,2.3153930000000003,4
64235,8.94875598,2
49552,1.8158266,4
62467,1.9698864,4
30253,1.691164,4
78006,3.7672293,3
7595,2.8486813,4
166836,1.27869,4
26040,2.0648682000000003,4
259393,7.193927500000001,3
21497,2.7556823,4
50159,1.5275705,4
151220,8.626749499999999,2
31972,1.379792,4
155021,4.1693348000000015,3
79703,38.1066386,1
26030,5.11536494,3
27991,16.710010240000003,2
110646,7.0977574,3
228909,8.67012,2
29955,157.06178229999998,0
169795,9.262816833333334,2
69202,9.657708,2
184153,1.858204,4
51537,1.415239,4
62368,4.0884662,3
109287,2.132784,4
108492,2.49871,4
98446,1.133888,4
21029,1.65390725,4
60935,5.890305999999999,3
37479,6.150525999999999,3
12802,2.2967365,4
23705,1.0781255,4
75348,6.997231,3
75432,4.390028,3
37014,3.58328104,3
100710,1.1916992,4
15340,9.372592,2
76198,2.7192576,4
44729,3.2061175,3
26485,11.0462356,2
231556,1.860295,4
50830,1.36861691,4
166973,1.839216,4
361631,7.909108000000001,3
14424,18.144331874999995,2
300298,2.7751849,4
366148,3.37939025,3
49064,13.604254875000002,2
162853,5.0500694,3
309199,1.9464655,4
38401,2.163571,4
76535,47.9337232,1
209214,1.7523805,4
346159,2.1946356,4
143731,7.7508154,3
50495,4.606745000000001,3
39363,7.12109,3
51795,2.04358,4
13168,12.066850416666668,2
68722,1.4997872,4
8845,2.2621420999999997,4
260160,1.314595,4
10367,32.7721698,1
46967,37.4837508,1
44750,1.378791,4
150987,5.91732975,3
351655,10.942657999999998,2
217963,7.097235899999999,3
137627,17.406114,2
50726,7.705060474999999,3
97764,2.6416725000000003,4
68909,2.642928,4
192896,11.486642,2
395619,6.64872675,3
83441,1.196096,4
46797,7.6950278,3
149547,2.2645,4
117229,2.7094044,4
75733,2.34490765,4
85201,17.8452975,2
10125,4.2937662,3
134951,3.59774,3
147237,2.321738,4
353302,1.095863,4
31266,10.584055,2
201000,1.8304776,4
64720,48.955115,1
28964,2.4470970000000003,4
180465,2.3139195,4
18216,1.5110304,4
103960,11.14196215,2
204976,32.440031000000005,1
198797,4.72092955,3
176261,3.580245875,3
102833,33.0285056,1
84038,1.7353116,4
29002,35.30041653333334,1
32566,4.66964475,3
116402,7.5128184,3
163204,3.219414,3
26739,3.5796945,3
101027,2.4739060000000004,4
5368,2.3800472500000005,4
182177,3.6510135,3
194664,5.137527875000001,3
11912,15.567942350000004,2
76494,1.671268,4
97903,4.105071000000001,3
31415,5.147748,3
74300,1.6562774999999998,4
74251,1.680626,4
248097,54.22406494999999,1
127961,33.620194600000005,1
239829,66.0032254,1
196153,9.906456916666668,2
60581,1.5478681,4
31303,23.4980216,2
249974,4.5815384,3
54517,4.192636,3
109547,3.260047,3
77039,3.27905965,3
79014,1.1419375,4
154024,1.454995,4
110448,1.0784235,4
109220,1.920276,4
27484,4.586925,3
69990,7.5219265,3
78922,8.5997092,2
20235,7.336245000000001,3
461077,33.149548,1
105122,2.0512605,4
50956,4.811256,3
32253,5.864311,3
31806,2.995796,3
281300,10.083903899999996,2
4637,4.64751046,3
72545,1.1280599,4
30565,4.3134496,3
29493,14.5205916,2
209670,7.675330000000001,3
38249,48.701500333333335,1
22611,1.235345,4
22133,2.7458607,4
74279,8.310015750000002,2
87433,32.4481599,1
272270,2.8252198,4
17514,2.4646566,4
9055,2.552008,4
17222,27.5825044,1
117677,1.5527185,4
14019,2.447504,4
172272,1.713144,4
113172,1.069505,4
102620,29.6320882,1
103024,1.778042,4
143045,1.76120285,4
101954,3.1505784,3
21553,1.0,5
82175,4.470306333333333,3
158469,2.6395350000000004,4
169764,7.018071,3
133448,1.406021,4
21887,3.82880235,3
77820,10.934310000000002,2
33671,11.470379,2
129556,10.1186668,2
16587,2.1599284999999995,4
19677,3.8520556,3
8579,114.14545824,0
90142,2.490235,4
154351,1.1856645,4
21284,2.7795062,4
242856,6.265557216666667,3
225645,1.4847214,4
21301,1.472384,4
21304,5.0098281,3
116610,4.1679397,3
44273,4.2930133,3
30858,1.481274,4
158591,1.9813598,4
65816,4.8610036,3
14701,4.753096,3
227912,7.29583374,3
101036,21.8230205,2
275854,53.6609806,1
41939,15.8500506,2
83553,7.126159599999999,3
23779,1.864358,4
16211,5.4361414,3
31782,4.9051860000000005,3
37168,4.131460000000001,3
142029,2.595121,4
212565,8.226947,2
32147,2.12057275,4
205873,6.694351750000001,3
61718,63.517663,1
116814,2.4752963,4
218828,4.96887,3
200296,10.64184398,2
270260,4.0269454,3
62057,1.441642,4
32378,2.5269366,4
91720,5.777423,3
246,3.3015241,3
495271,9.0838884,2
198901,53.70909232000002,1
32607,2.151926,4
42905,3.300396,3
146098,3.561,3
29704,2.972,3
258279,2.58407775,4
21859,1.8663393333333331,4
261634,1.0,5
17524,33.864022000000006,1
16017,1.7120955,4
104354,34.4868432,1
22274,2.60696482,4
28924,1.983745,4
148446,1.0051928,4
26792,1.6312665333333334,4
370846,1.814707,4
65563,4.172980600000001,3
67777,9.824266,2
68159,4.2749518,3
17752,4.523029,3
47627,1.9496122,4
230695,2.159588,4
345502,2.763756,4
54112,1.7663544999999998,4
32317,3.8302053,3
11474,2.3285148,4
117874,2.734619315,4
37037,10.684489,2
137142,1.104585,4
80822,126.38612525,0
53194,1.5055866,4
38301,2.979501,3
258522,3.9458835,3
126436,5.214778,3
237823,1.472428,4
38070,8.555696000000001,2
4178,1.6665583,4
366059,2.207431875,4
32130,1.2220801,4
8432,1.517996,4
118080,2.754487533333333,4
204462,9.541485133333332,2
41672,1.9209216083333331,4
55309,1.946956,4
38137,23.078756,2
11789,2.53555775,4
210658,6.86063975,3
68874,12.417824,2
40112,3.0603736666666665,3
49813,1.064359,4
98125,13.946046999999998,2
155203,8.17822,3
153800,10.070357,2
15364,3.125925,3
340915,2.8631076,4
64448,34.0557,1
86808,2.5591785000000007,4
167273,120.3756035,0
151153,2.346734,4
205890,4.13202,3
351925,1.3907358,4
124968,3.184129333333333,3
9430,3.2942890000000005,3
64367,6.7305622000000005,3
281771,9.523228,2
194516,4.707318333333333,3
55678,1.390799,4
77497,1.5807,4
321674,7.3765961,3
29591,1.337098,4
89725,2.7270647,4
41291,1.756824,4
37766,4.245916033333333,3
146427,11.291267,2
179045,1.6448002,4
148242,3.0051068,3
8782,11.634799,2
28556,1.6032190416666667,4
95808,1.2036357333333334,4
32295,4.1927084,3
144141,6.8933102,3
24072,33.0347,1
8509,1.1041125,4
205976,4.193133974999999,3
102909,1.5961,4
83789,2.1131006,4
155116,1.1601437,4
78938,2.58049775,4
11427,2.0976905,4
133377,6.027288,3
64829,1.4964303333333333,4
64677,1.1419883,4
175305,8.29870895,2
108787,126.256372,0
51699,10.65648,2
63499,1.606108,4
53473,9.8243545,2
365083,1.4177829,4
137710,7.0712425,3
11345,1.6430435,4
45268,1.577742,4
266529,1.014869,4
31464,5.54125735,3
57549,1.2556875,4
211605,34.6185122,1
209398,95.003701,0
45753,2.1494494,4
9108,2.292126,4
24952,1.064722625,4
29619,5.094341999999999,3
18058,17.465317,2
14906,3.4537535,3
123104,11.04101375,2
11177,2.671438,4
88753,2.2724476,4
262097,2.0673471,4
31482,35.4087495,1
448861,4.288183,3
132765,1.007429,4
195725,3.0626605,3
88794,2.476982,4
28714,1.6886906,4
125399,4.498084666666666,3
199579,3.3698596000000003,3
229625,1.562508,4
139694,1.0,5
74982,3.7738525,3
110299,4.6238052,3
35084,1.630907,4
125633,2.9797855,3
297408,6.9458248,3
89451,8.645570900000001,2
68861,1.06012125,4
446392,2.5155562500000004,4
160873,17.865254,2
26049,6.251940500000001,3
5297,6.5892698,3
3559,2.1375624,4
122838,11.8280023,2
201592,4.1155551500000005,3
108564,1.8463456666666669,4
210676,5.1868745,3
79145,1.000576,4
24907,6.870625,3
85042,2.7479709100000003,4
175027,11.9087328,2
293657,14.545918875,2
24672,4.325317,3
302801,3.14663,3
230631,2.089716,4
345124,1.0,5
27200,2.8255597500000005,4
39522,5.943648666666666,3
21688,32.3309622,1
235300,5.515688716666667,3
117424,3.6877346,3
15345,2.4982978,4
34601,3.321158,3
158428,2.4960562,4
66763,9.455395499999998,2
57466,3.0823932,3
84491,7.673197433333334,3
20445,5.96353025,3
146944,6.0281046,3
127614,20.82269515,2
182996,2.301616,4
46003,1.6260177,4
232788,3.2738219,3
29842,1.9078066666666669,4
132511,3.362142,3
22363,10.025773,2
18197,7.7165,3
50979,7.4061824,3
55786,6.64490415,3
53508,4.3913076,3
256080,1.005022395,4
74927,8.7625042,2
287041,19.564289,2
91128,1.3163245,4
119158,2.093376,4
94087,3.5097479000000007,3
31078,8.97959975,2
14410,3.4070435,3
66990,3.2609636,3
113817,2.7549192,4
157176,2.3362687,4
74691,2.236708,4
181205,2.7397975,4
300257,4.225866,3
73970,1.4298350000000002,4
17186,13.882808674999998,2
49230,80.23163475,0
310605,4.9591635,3
95996,7.457930999999999,3
250109,44.5900194,1
64061,7.48234734,3
265329,50.878525,1
12794,7.0607182,3
33869,2.1115986,4
26712,1.8022085,4
41611,2.6497115,4
129930,1.0758408,4
200008,5.4519112,3
307631,2.3116025,4
151090,2.23315675,4
166623,1.46348,4
29903,1.658966,4
100658,7.983049499999998,3
70080,1.9510588,4
11616,5.844631000000001,3
106465,1.161815,4
184496,3.0933572000000003,3
32031,1.8192365,4
316028,13.174124550000002,2
4843,10.5938492,2
32966,1.8664774,4
16859,1.904256,4
137847,12.0983,2
19154,1.00547712,4
18446,3.7590992,3
36015,3.245781,3
155837,5.733448250000001,3
218856,1.0199796,4
108105,6.909801,3
109385,7.372036,3
87047,3.007724,3
67949,2.2864,4
20233,2.1981200000000003,4
364252,2.1528460000000003,4
167894,2.71213,4
50379,2.8851645,3
162173,18.2954628,2
41701,5.81391825,3
90414,1.1622214,4
67068,2.9696815,3
91762,18.022781,2
16482,2.0786156,4
37926,2.849401500000001,4
22374,2.1366045,4
45005,8.690640850000001,2
186700,4.414505,3
155392,1.0454696,4
